Customer_Name,Days_Since_Last_Order,Total_Orders,Total_Lifetime_Value,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CRM_Segment,CRM_Priority
Fateh Bakshi,526,2,102887.3,1,2,1,1-2-1,Loyal Customer,3 — Reward
Tejas Bal,344,2,101808.0,2,2,1,2-2-1,Loyal Customer,3 — Reward
Mannat Chad,28,2,100499.5,3,2,1,3-2-1,Loyal Customer,3 — Reward
Mishti Manne,444,2,99486.4,2,2,1,2-2-1,Loyal Customer,3 — Reward
Gatik Savant,42,2,99430.4,3,2,1,3-2-1,Loyal Customer,3 — Reward
Amani Madan,99,2,98811.0,3,2,1,3-2-1,Loyal Customer,3 — Reward
Darshit Agrawal,234,2,98615.6,3,2,1,3-2-1,Loyal Customer,3 — Reward
Gokul Dixit,484,2,96694.4,2,2,1,2-2-1,Loyal Customer,3 — Reward
Jayan Toor,549,2,96369.0,1,2,1,1-2-1,Loyal Customer,3 — Reward
Eva Devan,272,2,92074.1,2,2,1,2-2-1,Loyal Customer,3 — Reward
Trisha Bora,18,2,87439.85,3,2,1,3-2-1,Loyal Customer,3 — Reward
Trisha Ram,190,2,82071.5,3,2,1,3-2-1,Loyal Customer,3 — Reward
Heer Tara,24,2,80540.0,3,2,1,3-2-1,Loyal Customer,3 — Reward
Navya Thakur,192,2,80136.0,3,2,1,3-2-1,Loyal Customer,3 — Reward
Rasha Buch,395,2,79856.55,2,2,1,2-2-1,Loyal Customer,3 — Reward
Anya Ranganathan,292,2,78926.85,2,2,1,2-2-1,Loyal Customer,3 — Reward
Anahita Krishna,156,2,72882.0,3,2,1,3-2-1,Loyal Customer,3 — Reward
Manjari Chokshi,66,2,65810.5,3,2,1,3-2-1,Loyal Customer,3 — Reward
Oorja Sur,407,2,65693.4,2,2,1,2-2-1,Loyal Customer,3 — Reward
Tarini Kuruvilla,263,2,64240.8,2,2,1,2-2-1,Loyal Customer,3 — Reward
Shaan Dhar,95,2,62572.5,3,2,1,3-2-1,Loyal Customer,3 — Reward
Suhana Doshi,125,2,60466.6,3,2,1,3-2-1,Loyal Customer,3 — Reward
Dhanuk Krish,152,2,54358.75,3,2,1,3-2-1,Loyal Customer,3 — Reward
Divyansh Thaman,40,2,53638.4,3,2,1,3-2-1,Loyal Customer,3 — Reward
Siya Hora,133,2,48197.8,3,2,1,3-2-1,Loyal Customer,3 — Reward
Akarsh Sastry,244,2,47235.4,2,2,1,2-2-1,Loyal Customer,3 — Reward
Divyansh Bajwa,370,2,45749.0,2,2,1,2-2-1,Loyal Customer,3 — Reward
Kiara Bhatia,252,2,44484.8,2,2,1,2-2-1,Loyal Customer,3 — Reward
Reyansh Goel,50,2,43832.0,3,2,1,3-2-1,Loyal Customer,3 — Reward
Eshani Anand,610,2,41153.6,1,2,1,1-2-1,Loyal Customer,3 — Reward
Rohan Khare,238,1,398485.0,3,1,2,3-1-2,Promising,4 — Nurture
Himmat Khare,73,1,380045.0,3,1,2,3-1-2,Promising,4 — Nurture
Rania Bir,132,1,377297.25,3,1,2,3-1-2,Promising,4 — Nurture
Devansh Dayal,191,1,377080.0,3,1,2,3-1-2,Promising,4 — Nurture
Kabir Gill,88,1,374035.0,3,1,2,3-1-2,Promising,4 — Nurture
Jayant Kothari,132,1,373915.0,3,1,2,3-1-2,Promising,4 — Nurture
Alisha Khare,156,1,372713.5,3,1,2,3-1-2,Promising,4 — Nurture
Ishaan Kalla,88,1,372330.0,3,1,2,3-1-2,Promising,4 — Nurture
Seher Maharaj,186,1,370956.0,3,1,2,3-1-2,Promising,4 — Nurture
Taran Khalsa,233,1,367179.75,3,1,2,3-1-2,Promising,4 — Nurture
Hazel Barman,20,1,359460.0,3,1,2,3-1-2,Promising,4 — Nurture
Mannat Yadav,220,1,354706.25,3,1,2,3-1-2,Promising,4 — Nurture
Sahil De,83,1,352179.25,3,1,2,3-1-2,Promising,4 — Nurture
Eva Brar,61,1,344245.5,3,1,2,3-1-2,Promising,4 — Nurture
Raunak Atwal,25,1,338376.5,3,1,2,3-1-2,Promising,4 — Nurture
Prerak Jha,48,1,338219.0,3,1,2,3-1-2,Promising,4 — Nurture
Nirvaan Datta,93,1,338067.0,3,1,2,3-1-2,Promising,4 — Nurture
Amira Kara,179,1,337581.75,3,1,2,3-1-2,Promising,4 — Nurture
Veer Basu,115,1,337454.25,3,1,2,3-1-2,Promising,4 — Nurture
Zoya Behl,117,1,335135.0,3,1,2,3-1-2,Promising,4 — Nurture
Purab Seshadri,146,1,333535.5,3,1,2,3-1-2,Promising,4 — Nurture
Mahika Bir,4,1,331497.75,3,1,2,3-1-2,Promising,4 — Nurture
Prerak Dixit,28,1,327955.5,3,1,2,3-1-2,Promising,4 — Nurture
Ritvik Thaker,12,1,327411.0,3,1,2,3-1-2,Promising,4 — Nurture
Prisha Behl,156,1,327339.0,3,1,2,3-1-2,Promising,4 — Nurture
Khushi Kunda,233,1,325580.0,3,1,2,3-1-2,Promising,4 — Nurture
Umang Kapadia,77,1,324950.0,3,1,2,3-1-2,Promising,4 — Nurture
Ishita Basu,9,1,324670.25,3,1,2,3-1-2,Promising,4 — Nurture
Advik Chaudhuri,2,1,322014.0,3,1,2,3-1-2,Promising,4 — Nurture
Anay Sangha,196,1,318848.0,3,1,2,3-1-2,Promising,4 — Nurture
Ishaan Kibe,132,1,316504.0,3,1,2,3-1-2,Promising,4 — Nurture
Yashvi Bath,67,1,315925.0,3,1,2,3-1-2,Promising,4 — Nurture
Hunar Johal,37,1,315064.0,3,1,2,3-1-2,Promising,4 — Nurture
Kiaan Warrior,185,1,314584.0,3,1,2,3-1-2,Promising,4 — Nurture
Mahika Kaul,41,1,313452.0,3,1,2,3-1-2,Promising,4 — Nurture
Saira Vala,4,1,313015.5,3,1,2,3-1-2,Promising,4 — Nurture
Adah Gandhi,193,1,311815.0,3,1,2,3-1-2,Promising,4 — Nurture
Manjari Gill,146,1,311072.0,3,1,2,3-1-2,Promising,4 — Nurture
Shanaya Yohannan,87,1,310972.0,3,1,2,3-1-2,Promising,4 — Nurture
Mohanlal Bains,232,1,309854.75,3,1,2,3-1-2,Promising,4 — Nurture
Advika Sood,61,1,309657.25,3,1,2,3-1-2,Promising,4 — Nurture
Lakshay Chad,118,1,308624.0,3,1,2,3-1-2,Promising,4 — Nurture
Piya Deshmukh,210,1,306948.0,3,1,2,3-1-2,Promising,4 — Nurture
Eva Sahota,97,1,306908.0,3,1,2,3-1-2,Promising,4 — Nurture
Zeeshan Bajaj,196,1,304932.0,3,1,2,3-1-2,Promising,4 — Nurture
Riaan Mannan,134,1,301772.0,3,1,2,3-1-2,Promising,4 — Nurture
Pihu Shenoy,127,1,301432.0,3,1,2,3-1-2,Promising,4 — Nurture
Azad Dhillon,107,1,299960.75,3,1,2,3-1-2,Promising,4 — Nurture
Raghav Agarwal,114,1,297496.0,3,1,2,3-1-2,Promising,4 — Nurture
Advika Sidhu,232,1,296867.4,3,1,2,3-1-2,Promising,4 — Nurture
Vedika Arora,34,1,295950.0,3,1,2,3-1-2,Promising,4 — Nurture
Rati Boase,17,1,295222.0,3,1,2,3-1-2,Promising,4 — Nurture
Nakul Chand,74,1,295200.0,3,1,2,3-1-2,Promising,4 — Nurture
Chirag Dugar,96,1,293219.4,3,1,2,3-1-2,Promising,4 — Nurture
Kartik Dutt,116,1,292848.0,3,1,2,3-1-2,Promising,4 — Nurture
Ivan Srinivas,30,1,292616.0,3,1,2,3-1-2,Promising,4 — Nurture
Aarav Kaur,161,1,288900.0,3,1,2,3-1-2,Promising,4 — Nurture
Akarsh Agarwal,78,1,288895.0,3,1,2,3-1-2,Promising,4 — Nurture
Hrishita Atwal,194,1,288632.0,3,1,2,3-1-2,Promising,4 — Nurture
Yasmin Biswas,209,1,288341.25,3,1,2,3-1-2,Promising,4 — Nurture
Divij Chawla,30,1,287432.0,3,1,2,3-1-2,Promising,4 — Nurture
Anvi Biswas,77,1,285753.6,3,1,2,3-1-2,Promising,4 — Nurture
Jayan Handa,1,1,284796.0,3,1,2,3-1-2,Promising,4 — Nurture
Damini Raju,27,1,283801.5,3,1,2,3-1-2,Promising,4 — Nurture
Dishani Sethi,129,1,282877.2,3,1,2,3-1-2,Promising,4 — Nurture
Rania Sha,213,1,282378.0,3,1,2,3-1-2,Promising,4 — Nurture
Vritika Batra,214,1,282260.0,3,1,2,3-1-2,Promising,4 — Nurture
Neelofar Tella,153,1,281836.0,3,1,2,3-1-2,Promising,4 — Nurture
Saksham Kumar,199,1,281188.6,3,1,2,3-1-2,Promising,4 — Nurture
Lavanya Setty,109,1,280516.0,3,1,2,3-1-2,Promising,4 — Nurture
Nitya Ray,196,1,279513.75,3,1,2,3-1-2,Promising,4 — Nurture
Onkar Bora,125,1,278914.5,3,1,2,3-1-2,Promising,4 — Nurture
Shaan Garde,144,1,278617.5,3,1,2,3-1-2,Promising,4 — Nurture
Pari Cheema,47,1,278510.0,3,1,2,3-1-2,Promising,4 — Nurture
Divit Sant,218,1,278332.5,3,1,2,3-1-2,Promising,4 — Nurture
Taran Sengupta,45,1,277552.0,3,1,2,3-1-2,Promising,4 — Nurture
Anay Gokhale,39,1,277129.25,3,1,2,3-1-2,Promising,4 — Nurture
Vanya Bora,26,1,276184.8,3,1,2,3-1-2,Promising,4 — Nurture
Shalv Subramaniam,213,1,275673.6,3,1,2,3-1-2,Promising,4 — Nurture
Dhanush Ratti,201,1,275152.0,3,1,2,3-1-2,Promising,4 — Nurture
Anay Ramaswamy,168,1,275084.0,3,1,2,3-1-2,Promising,4 — Nurture
Adira Bains,27,1,274590.0,3,1,2,3-1-2,Promising,4 — Nurture
Inaaya  Garg,212,1,273844.0,3,1,2,3-1-2,Promising,4 — Nurture
Lavanya Tata,94,1,273405.25,3,1,2,3-1-2,Promising,4 — Nurture
Farhan De,63,1,272724.0,3,1,2,3-1-2,Promising,4 — Nurture
Uthkarsh Kohli,129,1,272340.0,3,1,2,3-1-2,Promising,4 — Nurture
Abram Gera,224,1,271340.0,3,1,2,3-1-2,Promising,4 — Nurture
Jivin Iyengar,91,1,271068.25,3,1,2,3-1-2,Promising,4 — Nurture
Shayak Sekhon,43,1,270461.2,3,1,2,3-1-2,Promising,4 — Nurture
Jayant Varty,97,1,270172.4,3,1,2,3-1-2,Promising,4 — Nurture
Kiara D’Alia,185,1,269504.0,3,1,2,3-1-2,Promising,4 — Nurture
Kiaan Goyal,141,1,268650.0,3,1,2,3-1-2,Promising,4 — Nurture
Lakshay Konda,95,1,268276.0,3,1,2,3-1-2,Promising,4 — Nurture
Aniruddh Shetty,95,1,268264.8,3,1,2,3-1-2,Promising,4 — Nurture
Kaira Doctor,117,1,268128.0,3,1,2,3-1-2,Promising,4 — Nurture
Misha Shere,218,1,267615.0,3,1,2,3-1-2,Promising,4 — Nurture
Hrishita Sankar,110,1,267065.75,3,1,2,3-1-2,Promising,4 — Nurture
Farhan Saran,57,1,267053.0,3,1,2,3-1-2,Promising,4 — Nurture
Lagan Doctor,141,1,267014.6,3,1,2,3-1-2,Promising,4 — Nurture
Dishani Shankar,151,1,266912.0,3,1,2,3-1-2,Promising,4 — Nurture
Purab Shenoy,167,1,266808.0,3,1,2,3-1-2,Promising,4 — Nurture
Khushi Chad,124,1,265761.0,3,1,2,3-1-2,Promising,4 — Nurture
Kimaya Bansal,184,1,265707.4,3,1,2,3-1-2,Promising,4 — Nurture
Siya Dash,47,1,265016.0,3,1,2,3-1-2,Promising,4 — Nurture
Aarush Mall,215,1,263574.8,3,1,2,3-1-2,Promising,4 — Nurture
Chirag Khalsa,168,1,262844.0,3,1,2,3-1-2,Promising,4 — Nurture
Anika Varghese,206,1,262636.0,3,1,2,3-1-2,Promising,4 — Nurture
Kiara Dani,55,1,262295.0,3,1,2,3-1-2,Promising,4 — Nurture
Manikya Subramanian,213,1,262288.75,3,1,2,3-1-2,Promising,4 — Nurture
Vihaan Bora,152,1,260978.4,3,1,2,3-1-2,Promising,4 — Nurture
Samar Dhaliwal,79,1,259735.5,3,1,2,3-1-2,Promising,4 — Nurture
Zeeshan Dash,136,1,259178.4,3,1,2,3-1-2,Promising,4 — Nurture
Hunar Lad,94,1,257918.4,3,1,2,3-1-2,Promising,4 — Nurture
Fateh Tripathi,40,1,255584.2,3,1,2,3-1-2,Promising,4 — Nurture
Tarini Sani,132,1,254768.4,3,1,2,3-1-2,Promising,4 — Nurture
Chirag Iyengar,129,1,254196.0,3,1,2,3-1-2,Promising,4 — Nurture
Kaira Joshi,79,1,253875.0,3,1,2,3-1-2,Promising,4 — Nurture
Jivika Manne,128,1,253750.5,3,1,2,3-1-2,Promising,4 — Nurture
Heer Lata,102,1,253683.2,3,1,2,3-1-2,Promising,4 — Nurture
Adira Khanna,155,1,252937.5,3,1,2,3-1-2,Promising,4 — Nurture
Piya Ranganathan,237,1,252908.0,3,1,2,3-1-2,Promising,4 — Nurture
Yuvaan Thaman,168,1,250984.8,3,1,2,3-1-2,Promising,4 — Nurture
Shanaya Bir,73,1,250629.0,3,1,2,3-1-2,Promising,4 — Nurture
Fateh Cheema,134,1,250192.8,3,1,2,3-1-2,Promising,4 — Nurture
Yakshit Bajwa,228,1,249403.5,3,1,2,3-1-2,Promising,4 — Nurture
Madhup Saxena,177,1,249346.8,3,1,2,3-1-2,Promising,4 — Nurture
Shayak Dhawan,168,1,248410.75,3,1,2,3-1-2,Promising,4 — Nurture
Jiya Chanda,32,1,248260.0,3,1,2,3-1-2,Promising,4 — Nurture
Kiara Chand,193,1,247505.4,3,1,2,3-1-2,Promising,4 — Nurture
Ela Kalita,107,1,246876.0,3,1,2,3-1-2,Promising,4 — Nurture
Vaibhav Basu,92,1,246648.75,3,1,2,3-1-2,Promising,4 — Nurture
Chirag Taneja,184,1,246092.8,3,1,2,3-1-2,Promising,4 — Nurture
Eshani Arya,150,1,245651.0,3,1,2,3-1-2,Promising,4 — Nurture
Shray Malhotra,144,1,245318.4,3,1,2,3-1-2,Promising,4 — Nurture
Ela Gulati,199,1,245187.6,3,1,2,3-1-2,Promising,4 — Nurture
Indranil Khurana,156,1,244614.4,3,1,2,3-1-2,Promising,4 — Nurture
Mishti Kata,43,1,244134.0,3,1,2,3-1-2,Promising,4 — Nurture
Manjari Rao,212,1,244085.4,3,1,2,3-1-2,Promising,4 — Nurture
Jivika Lalla,37,1,243852.25,3,1,2,3-1-2,Promising,4 — Nurture
Anika Thaker,92,1,243212.0,3,1,2,3-1-2,Promising,4 — Nurture
Siya Thaker,221,1,243113.6,3,1,2,3-1-2,Promising,4 — Nurture
Mamooty Balakrishnan,75,1,242858.0,3,1,2,3-1-2,Promising,4 — Nurture
Ishita Choudhary,69,1,242564.5,3,1,2,3-1-2,Promising,4 — Nurture
Jiya Srinivasan,242,1,241784.0,3,1,2,3-1-2,Promising,4 — Nurture
Manjari Konda,78,1,241336.0,3,1,2,3-1-2,Promising,4 — Nurture
Armaan Shanker,225,1,241322.8,3,1,2,3-1-2,Promising,4 — Nurture
Dishani Thaman,218,1,241165.4,3,1,2,3-1-2,Promising,4 — Nurture
Priyansh Lata,90,1,240496.0,3,1,2,3-1-2,Promising,4 — Nurture
Ela Khatri,56,1,240212.0,3,1,2,3-1-2,Promising,4 — Nurture
Kimaya Divan,52,1,239790.0,3,1,2,3-1-2,Promising,4 — Nurture
Diya Mangal,177,1,239472.0,3,1,2,3-1-2,Promising,4 — Nurture
Indrans Sarna,243,1,238900.0,3,1,2,3-1-2,Promising,4 — Nurture
Ishaan Krish,15,1,238489.2,3,1,2,3-1-2,Promising,4 — Nurture
Kiaan Gade,208,1,237644.0,3,1,2,3-1-2,Promising,4 — Nurture
Pari Sood,212,1,237000.4,3,1,2,3-1-2,Promising,4 — Nurture
Indranil Master,185,1,236803.2,3,1,2,3-1-2,Promising,4 — Nurture
Miraan Ram,212,1,236286.0,3,1,2,3-1-2,Promising,4 — Nurture
Anahita Gokhale,59,1,236034.0,3,1,2,3-1-2,Promising,4 — Nurture
Akarsh Swamy,72,1,235716.0,3,1,2,3-1-2,Promising,4 — Nurture
Chirag Sachdev,37,1,235694.8,3,1,2,3-1-2,Promising,4 — Nurture
Rati Rattan,76,1,234433.4,3,1,2,3-1-2,Promising,4 — Nurture
Damini Kohli,27,1,234302.4,3,1,2,3-1-2,Promising,4 — Nurture
Gokul Sawhney,120,1,233980.0,3,1,2,3-1-2,Promising,4 — Nurture
Mishti Raval,134,1,233610.0,3,1,2,3-1-2,Promising,4 — Nurture
Riya Yohannan,169,1,233604.0,3,1,2,3-1-2,Promising,4 — Nurture
Samiha Setty,76,1,233172.0,3,1,2,3-1-2,Promising,4 — Nurture
Kaira Gaba,146,1,233107.2,3,1,2,3-1-2,Promising,4 — Nurture
Taimur Raju,109,1,232816.5,3,1,2,3-1-2,Promising,4 — Nurture
Azad Handa,177,1,232735.75,3,1,2,3-1-2,Promising,4 — Nurture
Indrans Kata,77,1,231888.0,3,1,2,3-1-2,Promising,4 — Nurture
Shalv Wagle,131,1,231740.0,3,1,2,3-1-2,Promising,4 — Nurture
Aaina Bir,132,1,231044.0,3,1,2,3-1-2,Promising,4 — Nurture
Taran Vig,225,1,229552.0,3,1,2,3-1-2,Promising,4 — Nurture
Faiyaz Gulati,165,1,229353.6,3,1,2,3-1-2,Promising,4 — Nurture
Vardaniya Borra,80,1,229340.0,3,1,2,3-1-2,Promising,4 — Nurture
Dharmajan Sridhar,221,1,228886.4,3,1,2,3-1-2,Promising,4 — Nurture
Seher Hora,192,1,228572.0,3,1,2,3-1-2,Promising,4 — Nurture
Manikya Sur,124,1,227461.35,3,1,2,3-1-2,Promising,4 — Nurture
Aarna Dugar,127,1,226674.75,3,1,2,3-1-2,Promising,4 — Nurture
Mamooty Banik,63,1,226332.0,3,1,2,3-1-2,Promising,4 — Nurture
Vanya Anand,93,1,225845.0,3,1,2,3-1-2,Promising,4 — Nurture
Emir Doctor,114,1,225336.0,3,1,2,3-1-2,Promising,4 — Nurture
Reyansh Gill,90,1,225147.6,3,1,2,3-1-2,Promising,4 — Nurture
Zaina Bassi,166,1,225088.5,3,1,2,3-1-2,Promising,4 — Nurture
Vivaan Gaba,112,1,225024.0,3,1,2,3-1-2,Promising,4 — Nurture
Shanaya Chaudry,120,1,223924.5,3,1,2,3-1-2,Promising,4 — Nurture
Arnav Kuruvilla,236,1,223686.0,3,1,2,3-1-2,Promising,4 — Nurture
Anahi Rao,146,1,222616.35,3,1,2,3-1-2,Promising,4 — Nurture
Vihaan Dani,100,1,221072.0,3,1,2,3-1-2,Promising,4 — Nurture
Umang Gulati,89,1,220789.2,3,1,2,3-1-2,Promising,4 — Nurture
Anay Vaidya,47,1,220720.0,3,1,2,3-1-2,Promising,4 — Nurture
Tarini Mall,112,1,220662.2,3,1,2,3-1-2,Promising,4 — Nurture
Sara Koshy,52,1,220442.75,3,1,2,3-1-2,Promising,4 — Nurture
Pranay Kumer,221,1,219982.5,3,1,2,3-1-2,Promising,4 — Nurture
Nayantara Bhalla,114,1,219667.2,3,1,2,3-1-2,Promising,4 — Nurture
Bhamini Dixit,152,1,219492.0,3,1,2,3-1-2,Promising,4 — Nurture
Aarav Vaidya,73,1,218170.8,3,1,2,3-1-2,Promising,4 — Nurture
Ranbir Acharya,85,1,217804.0,3,1,2,3-1-2,Promising,4 — Nurture
Nirvi Sarma,156,1,217749.6,3,1,2,3-1-2,Promising,4 — Nurture
Shanaya Chacko,53,1,217429.35,3,1,2,3-1-2,Promising,4 — Nurture
Shray Venkataraman,109,1,217328.0,3,1,2,3-1-2,Promising,4 — Nurture
Anahita Sunder,113,1,216624.0,3,1,1,3-1-1,Promising,4 — Nurture
Baiju Kakar,179,1,216523.05,3,1,1,3-1-1,Promising,4 — Nurture
Mannat Sibal,237,1,215953.2,3,1,1,3-1-1,Promising,4 — Nurture
Reyansh Chandran,9,1,215924.0,3,1,1,3-1-1,Promising,4 — Nurture
Ivana Butala,119,1,215733.4,3,1,1,3-1-1,Promising,4 — Nurture
Emir Shere,214,1,215092.8,3,1,1,3-1-1,Promising,4 — Nurture
Ahana  Yohannan,152,1,214438.75,3,1,1,3-1-1,Promising,4 — Nurture
Amira Chandran,157,1,214417.8,3,1,1,3-1-1,Promising,4 — Nurture
Sara Sidhu,138,1,214153.2,3,1,1,3-1-1,Promising,4 — Nurture
Vaibhav Viswanathan,54,1,214110.0,3,1,1,3-1-1,Promising,4 — Nurture
Dharmajan Ranganathan,213,1,214100.0,3,1,1,3-1-1,Promising,4 — Nurture
Vanya Dhar,65,1,213670.4,3,1,1,3-1-1,Promising,4 — Nurture
Anvi Badami,224,1,213582.8,3,1,1,3-1-1,Promising,4 — Nurture
Jayan Bhargava,58,1,213580.8,3,1,1,3-1-1,Promising,4 — Nurture
Samar Tripathi,210,1,212248.4,3,1,1,3-1-1,Promising,4 — Nurture
Badal Chaudhary,87,1,212202.0,3,1,1,3-1-1,Promising,4 — Nurture
Shray Hayre,202,1,211744.0,3,1,1,3-1-1,Promising,4 — Nurture
Gokul Kale,121,1,210427.2,3,1,1,3-1-1,Promising,4 — Nurture
Jayan Roy,38,1,210344.25,3,1,1,3-1-1,Promising,4 — Nurture
Vritika Subramaniam,231,1,210280.5,3,1,1,3-1-1,Promising,4 — Nurture
Neelofar Kale,179,1,209264.4,3,1,1,3-1-1,Promising,4 — Nurture
Amira Karnik,52,1,208607.4,3,1,1,3-1-1,Promising,4 — Nurture
Lakshay Mall,81,1,208059.5,3,1,1,3-1-1,Promising,4 — Nurture
Advik Bhatnagar,220,1,208029.6,3,1,1,3-1-1,Promising,4 — Nurture
Prerak Seth,94,1,207441.0,3,1,1,3-1-1,Promising,4 — Nurture
Hiran Sharaf,48,1,207242.5,3,1,1,3-1-1,Promising,4 — Nurture
Zeeshan Chad,18,1,206763.3,3,1,1,3-1-1,Promising,4 — Nurture
Zeeshan Gala,97,1,206729.5,3,1,1,3-1-1,Promising,4 — Nurture
Ahana  Bera,56,1,206712.0,3,1,1,3-1-1,Promising,4 — Nurture
Anaya Banik,175,1,206346.0,3,1,1,3-1-1,Promising,4 — Nurture
Piya Hans,229,1,206040.0,3,1,1,3-1-1,Promising,4 — Nurture
Armaan Kaur,178,1,205929.6,3,1,1,3-1-1,Promising,4 — Nurture
Keya Gupta,31,1,205587.0,3,1,1,3-1-1,Promising,4 — Nurture
Piya Kakar,29,1,205401.4,3,1,1,3-1-1,Promising,4 — Nurture
Prerak Bhandari,163,1,204256.0,3,1,1,3-1-1,Promising,4 — Nurture
Manjari Bhavsar,181,1,203964.0,3,1,1,3-1-1,Promising,4 — Nurture
Vedika Varma,163,1,203352.0,3,1,1,3-1-1,Promising,4 — Nurture
Abram Bansal,54,1,203159.4,3,1,1,3-1-1,Promising,4 — Nurture
Kavya Saxena,44,1,202388.4,3,1,1,3-1-1,Promising,4 — Nurture
Siya Desai,125,1,202214.4,3,1,1,3-1-1,Promising,4 — Nurture
Ira Subramanian,57,1,201533.0,3,1,1,3-1-1,Promising,4 — Nurture
Vihaan Lall,142,1,199608.9,3,1,1,3-1-1,Promising,4 — Nurture
Khushi Shah,225,1,199257.6,3,1,1,3-1-1,Promising,4 — Nurture
Vedika Borde,240,1,199108.6,3,1,1,3-1-1,Promising,4 — Nurture
Stuvan Srinivas,59,1,199049.4,3,1,1,3-1-1,Promising,4 — Nurture
Nayantara Issac,230,1,199036.4,3,1,1,3-1-1,Promising,4 — Nurture
Tarini Thaman,122,1,198934.4,3,1,1,3-1-1,Promising,4 — Nurture
Aaina Lanka,213,1,198667.8,3,1,1,3-1-1,Promising,4 — Nurture
Samiha Dutta,47,1,198652.65,3,1,1,3-1-1,Promising,4 — Nurture
Anvi Mallick,200,1,198360.0,3,1,1,3-1-1,Promising,4 — Nurture
Romil Dugal,125,1,198224.0,3,1,1,3-1-1,Promising,4 — Nurture
Renee Bhatt,187,1,198200.4,3,1,1,3-1-1,Promising,4 — Nurture
Prisha Rana,143,1,197675.1,3,1,1,3-1-1,Promising,4 — Nurture
Aaryahi Bhatia,133,1,197002.8,3,1,1,3-1-1,Promising,4 — Nurture
Diya Divan,77,1,196956.0,3,1,1,3-1-1,Promising,4 — Nurture
Aarav Lata,31,1,196779.25,3,1,1,3-1-1,Promising,4 — Nurture
Lakshit Salvi,112,1,196514.1,3,1,1,3-1-1,Promising,4 — Nurture
Navya Mann,32,1,196387.2,3,1,1,3-1-1,Promising,4 — Nurture
Saanvi Babu,203,1,196125.0,3,1,1,3-1-1,Promising,4 — Nurture
Tushar Sankaran,11,1,196069.5,3,1,1,3-1-1,Promising,4 — Nurture
Tarini Sarna,136,1,195771.15,3,1,1,3-1-1,Promising,4 — Nurture
Lagan Chatterjee,184,1,195304.5,3,1,1,3-1-1,Promising,4 — Nurture
Kiaan Madan,123,1,194429.85,3,1,1,3-1-1,Promising,4 — Nurture
Vritika Divan,31,1,193808.55,3,1,1,3-1-1,Promising,4 — Nurture
Shalv Rattan,202,1,193608.0,3,1,1,3-1-1,Promising,4 — Nurture
Aradhya Choudhry,101,1,193602.0,3,1,1,3-1-1,Promising,4 — Nurture
Baiju Bhakta,132,1,193004.4,3,1,1,3-1-1,Promising,4 — Nurture
Yasmin Yogi,219,1,192392.4,3,1,1,3-1-1,Promising,4 — Nurture
Tiya Kamdar,238,1,192128.0,3,1,1,3-1-1,Promising,4 — Nurture
Miraya Goel,196,1,191932.2,3,1,1,3-1-1,Promising,4 — Nurture
Zeeshan Bal,115,1,191688.0,3,1,1,3-1-1,Promising,4 — Nurture
Ranbir Saraf,91,1,191642.4,3,1,1,3-1-1,Promising,4 — Nurture
Miraya Edwin,41,1,191613.0,3,1,1,3-1-1,Promising,4 — Nurture
Trisha Raval,7,1,191539.0,3,1,1,3-1-1,Promising,4 — Nurture
Anay Bhagat,167,1,191520.0,3,1,1,3-1-1,Promising,4 — Nurture
Yasmin Kala,214,1,191451.6,3,1,1,3-1-1,Promising,4 — Nurture
Rati Handa,237,1,191142.0,3,1,1,3-1-1,Promising,4 — Nurture
Vivaan Edwin,13,1,190956.0,3,1,1,3-1-1,Promising,4 — Nurture
Romil Iyengar,86,1,190809.0,3,1,1,3-1-1,Promising,4 — Nurture
Badal Maharaj,134,1,190623.0,3,1,1,3-1-1,Promising,4 — Nurture
Kiara Kuruvilla,87,1,190560.0,3,1,1,3-1-1,Promising,4 — Nurture
Shalv Aurora,6,1,190349.6,3,1,1,3-1-1,Promising,4 — Nurture
Biju Shan,230,1,189945.0,3,1,1,3-1-1,Promising,4 — Nurture
Rohan Sama,177,1,189788.0,3,1,1,3-1-1,Promising,4 — Nurture
Dhruv Lad,134,1,189768.0,3,1,1,3-1-1,Promising,4 — Nurture
Hrishita Banerjee,18,1,189107.0,3,1,1,3-1-1,Promising,4 — Nurture
Rasha Brar,126,1,189097.6,3,1,1,3-1-1,Promising,4 — Nurture
Manjari Trivedi,229,1,189040.0,3,1,1,3-1-1,Promising,4 — Nurture
Inaaya  Zachariah,86,1,187992.0,3,1,1,3-1-1,Promising,4 — Nurture
Raunak Badami,192,1,187968.0,3,1,1,3-1-1,Promising,4 — Nurture
Shayak Sarna,106,1,187848.3,3,1,1,3-1-1,Promising,4 — Nurture
Miraya Raju,144,1,187100.0,3,1,1,3-1-1,Promising,4 — Nurture
Tejas Vora,115,1,186736.5,3,1,1,3-1-1,Promising,4 — Nurture
Samarth Sagar,120,1,186270.3,3,1,1,3-1-1,Promising,4 — Nurture
Miraan Jayaraman,206,1,186250.35,3,1,1,3-1-1,Promising,4 — Nurture
Parinaaz D’Alia,235,1,185346.9,3,1,1,3-1-1,Promising,4 — Nurture
Aarav Sami,55,1,185280.0,3,1,1,3-1-1,Promising,4 — Nurture
Yuvraj  Shan,172,1,184744.8,3,1,1,3-1-1,Promising,4 — Nurture
